2023-09-06 22:02:14,978-0-09-236331-3,丛涛,13462778586,652325196705264131
2023-09-04 16:13:25,978-1-955076-46-3,尉雪梅,15085794816,52230119881105134X
2023-09-10 15:44:33,978-0-04-392214-9,丛建军,15632368219,469000195506064383
2023-09-01 15:11:16,978-0-7820-7481-9,王想,15184078747,441283196109141512
2023-09-04 20:50:27,978-0-472-62086-9,许波,13205135847,350527198502046388
2023-09-09 20:09:12,978-1-86730-707-5,高伟,15913533365,511802195502133322
2023-09-10 03:07:31,978-1-916390-62-1,樊波,14508425085,370826195403119756
2023-09-08 12:56:55,978-1-4308-2778-8,贾飞,13964211509,370901195810277952
2023-09-08 10:21:34,978-0-214-45959-7,吕利,15751432632,150205195502195433
2023-09-06 02:00:15,978-1-64436-041-5,陈建军,13012743424,320902196803219879
2023-09-05 14:45:50,978-0-264-29462-9,刘丽,14713826258,441424194912234648
2023-09-08 16:21:47,978-1-9831-8076-7,凌敏,18691068357,520601195104172389
2023-09-01 17:35:52,978-1-81007-103-9,宫洋,13293730941,210224194407288210
2023-09-02 10:26:08,978-1-64601-002-8,王玉华,14709027554,350128199108122900
2023-09-06 05:21:25,978-1-4795-1846-3,陈勇,13104608732,370724195806252545
2023-09-09 12:52:48,978-0-7525-9293-0,冯桂花,18562912183,511622197109120473
2023-09-05 07:06:11,978-1-399-68468-2,秦玲,13793644918,51170019560725187X
2023-09-06 09:31:04,978-1-65017-887-5,钟文,13760884820,533324193706265615
2023-09-02 21:32:28,978-0-7354-3611-4,刘桂珍,13750497424,542129200205035875
2023-09-07 06:02:43,978-1-83093-095-8,黄宇,18824843051,653124197708114735
2023-09-08 21:46:34,978-1-374-26447-2,鄢淑珍,13435724238,61010219900916454X
2023-09-03 19:37:31,978-1-4822-5261-3,徐霞,18755943270,451381199407214140
2023-09-06 02:50:02,978-1-363-27101-6,孙鹏,15580160239,450804194207056425
2023-09-05 18:36:09,978-1-303-74696-3,王玉英,18284252431,640201197409245563
2023-09-01 17:29:55,978-1-58068-907-6,王桂荣,15921366479,370602195107052583
2023-09-10 09:35:37,978-0-03-643862-6,郭英,15981964368,610801196803136739
2023-09-05 23:04:40,978-1-9770-7269-6,杨玲,13471236257,230108194505300170
2023-09-04 16:57:54,978-0-86266-078-9,夏玉,15349176837,350128195802222495
2023-09-10 19:52:52,978-0-7918-1216-7,郝飞,13643998040,51162219880130576X
2023-09-05 07:37:43,978-0-02-919938-1,贾淑珍,15052383236,520500196905190336
2023-09-01 13:11:43,978-0-652-44224-3,孟玉,13626482512,21050320010723191X
2023-09-07 07:26:00,978-1-900464-50-5,王秀兰,13687008712,140931193612306851
2023-09-05 05:47:07,978-0-9764915-0-7,李秀珍,18091078899,511423195707047890
2023-09-10 20:44:27,978-0-606-22925-8,胡建华,13726134356,411300193708064411
2023-09-08 16:31:01,978-0-16-909835-3,徐军,18249675963,410727193811047696
2023-09-05 15:51:31,978-0-597-33070-4,周丹,13876730163,542221196310175664
2023-09-02 00:56:20,978-1-75816-634-7,刘浩,15611973563,230501195601140009
2023-09-07 22:30:23,978-0-01-608925-1,江健,15033271164,610204195705257600
2023-09-11 16:03:06,978-1-5230-3118-4,安成,13397350281,511402196612130897
2023-09-07 01:27:31,978-0-13-894831-3,薛丽,18998371591,542427194611238737
2023-09-08 13:08:16,978-1-73048-094-2,夏桂英,13881377154,411627197108146231
2023-09-10 18:25:44,978-1-57685-249-1,桑倩,13383144853,431300196310271442
2023-09-08 07:52:33,978-1-78720-197-2,颜娜,13947252038,152522198308142934
2023-09-07 22:51:05,978-1-157-79279-6,黄洁,14599766501,230302198007182168
2023-09-05 21:04:48,978-0-643-83130-8,杨玉华,15345205339,511528196112127420
2023-09-07 07:09:18,978-0-08-961359-9,梅冬梅,18025612664,510421194009260696
2023-09-04 23:07:01,978-1-55634-248-6,刘龙,15073713052,411327198803207786
2023-09-02 04:53:09,978-1-323-77293-5,卢云,13488854676,640181197411175679
2023-09-02 15:36:49,978-1-62355-933-5,张想,14502313139,451122199504211864
2023-09-03 01:24:49,978-1-239-17922-4,邓洁,18232976734,422801198003052727
2023-09-03 23:32:43,978-0-284-52455-3,黄玉英,15674015688,140926195705047009
2023-09-11 07:57:11,978-1-4155-6049-5,曲慧,18840060653,520121197802087904
2023-09-07 21:50:25,978-0-00-512921-0,王刚,15230978913,513428193312186866
2023-09-10 03:24:52,978-1-03-145774-2,张秀兰,13464096498,410403193603143918
2023-09-08 04:11:54,978-0-641-98757-1,陈想,18612408680,230621198109145267
2023-09-08 14:55:16,978-0-00-044895-8,谢琳,13492834798,45100119810321304X
2023-09-05 05:10:45,978-0-88813-315-1,康敏,14565726141,230111195105172870
2023-09-03 18:40:30,978-1-78333-106-2,王彬,15244541058,511503195103172711
2023-09-08 01:43:55,978-1-4746-8166-7,王俊,15586939350,530702198204093300
2023-09-01 05:44:03,978-0-577-36353-1,王玉英,13683656230,430529198111273906
2023-09-07 08:22:00,978-0-05-512154-7,张淑兰,13716099321,522627196306178850
2023-09-01 09:13:02,978-0-639-29151-2,陆刚,18259797384,653127196705189322
2023-09-08 19:30:37,978-0-402-09647-4,范鹏,13732261978,211401198512235837
2023-09-08 12:18:11,978-0-373-78871-2,江斌,15353802197,650202197208079886
2023-09-05 23:28:54,978-1-03-452679-7,林兰英,15210619984,130304196910314622
2023-09-05 15:48:32,978-0-565-00642-6,胡旭,13349792570,441225197403166543
2023-09-01 03:09:01,978-1-870735-13-1,周莉,14520999665,653123198801067484
2023-09-11 00:33:44,978-0-909009-02-1,杨晨,13610297521,230715194206119140
2023-09-01 08:33:04,978-1-57782-060-4,姚伟,13307084652,650103198304031538
2023-09-11 05:39:01,978-0-634-82237-7,阮瑜,15640916497,320582193808117894
2023-09-08 14:23:57,978-0-921013-44-0,刘鹏,15369820222,542431195903086607
2023-09-10 21:33:25,978-0-449-67079-8,刘婷,15389524166,141027196501107578
2023-09-04 00:51:28,978-1-303-30864-2,傅金凤,14727584430,440900195008113231
2023-09-06 18:08:53,978-0-674-42150-9,张平,18848477850,370781199608293237
2023-09-03 04:52:35,978-1-5482-9630-8,顾红霞,15918660334,610629193902025163
2023-09-04 08:05:00,978-1-00-258655-6,夏坤,15847027801,130530198912134724
2023-09-02 21:20:14,978-1-69324-687-6,林娜,15820823370,520402193511033286
2023-09-08 22:08:04,978-0-8000-5506-6,王瑞,18111877198,310110198908077823
2023-09-10 03:29:40,978-1-4369-3760-3,陈桂芳,14595285685,511802193403151438
2023-09-07 21:40:13,978-0-521-81883-4,潘欣,13296803739,53282319340718433X
2023-09-08 06:42:10,978-1-4390-6178-7,王旭,18546978243,610323197610289662
2023-09-09 15:02:04,978-1-05-087159-8,吴磊,13113517366,320118198004300511
2023-09-10 00:03:20,978-1-55349-272-6,刘亮,18552425840,542526194407263475
2023-09-09 22:57:47,978-1-70364-750-1,李颖,18095645474,620422197402116389
2023-09-02 17:19:45,978-1-67181-894-1,张洋,14565719701,370828198201089022
2023-09-04 04:17:51,978-0-934620-45-1,姚龙,15120641168,43052319340625009X
2023-09-05 04:49:55,978-1-55937-642-6,何建平,15932276782,210224195506152858
2023-09-02 07:20:40,978-0-302-72494-1,杨丽丽,13073419204,450703197512050240
2023-09-10 04:37:36,978-0-449-42945-7,陈旭,13725186057,320312197111080540
2023-09-09 11:09:54,978-1-4093-1981-8,贾宁,15008104988,361023198507012718
2023-09-08 08:20:49,978-1-74684-653-4,王欢,15352786511,440306197506304254
2023-09-08 01:52:29,978-0-09-150009-2,王峰,13196875948,130526195108097944
2023-09-06 09:28:26,978-1-250-77733-1,李玉梅,15572693076,511922194405084158
2023-09-10 07:36:19,978-0-691-31124-1,萧璐,13410725236,371324196410138985
2023-09-04 19:50:53,978-0-15-163849-9,易兵,15835077370,513335195312098214
2023-09-06 07:05:38,978-0-8366-5081-5,刘柳,15340633552,34010419740402369X
2023-09-06 01:53:53,978-0-549-37764-1,张斌,14762597976,440983194809106898
2023-09-02 15:25:37,978-1-67537-586-0,陈岩,18245484790,445201196004050082
2023-09-11 02:39:44,978-0-618-52454-9,王莉,13851193786,130621197208017676
2023-09-01 06:56:22,978-1-58221-327-9,黄玉,15242502561,321324197306296452
2023-09-05 10:40:10,978-1-06-905543-9,张桂芝,18086941500,231225193606287188
2023-09-03 12:49:19,978-0-323-48719-1,郑秀英,13427514208,130635195709263751
2023-09-07 17:34:53,978-1-876322-04-5,关红霞,13422121208,542226199509167878
2023-09-09 03:37:52,978-1-78953-605-8,沈丽华,15394567728,53018119710503301X
2023-09-06 07:16:19,978-0-8219-8462-8,朱斌,13781328177,340102193404259466
2023-09-11 12:22:17,978-1-378-60842-5,刘玉英,15273507414,350182195501250589
2023-09-03 00:21:15,978-1-4547-5222-6,刘宇,13085400043,50023619621002002X
2023-09-07 02:48:31,978-1-83708-542-2,周璐,13072571955,330521195104237968
2023-09-11 08:39:13,978-0-07-330261-4,宋红梅,13024127528,610481193601047240
2023-09-05 07:59:30,978-0-9513842-0-6,李利,14540856141,340225193806156099
2023-09-10 08:44:02,978-1-85914-455-8,牛丽丽,13485467494,411104197210311705
2023-09-06 07:43:39,978-0-8413-8051-6,冉桂香,13044854812,32020620040330515X
2023-09-06 07:34:05,978-1-72160-123-3,王玲,15814296705,441303200309218919
2023-09-07 17:24:27,978-1-993913-36-2,陈丹丹,14588761533,45070219360201736X
2023-09-04 15:12:49,978-0-9606696-2-2,胡瑞,14548489662,532932196305246267
2023-09-06 03:19:53,978-0-06-667803-0,王平,15973845871,511824196203208075
2023-09-05 08:45:53,978-1-82355-430-7,赵玉华,13864977867,622923193807167480
2023-09-11 07:31:22,978-0-17-870341-5,汪彬,13072637698,370881198809188194
2023-09-08 04:55:59,978-1-872772-78-3,游成,13753540861,513229196003233613
