朱湘,工人,90
钱钟书,医生,20
天蚕土豆,军人,23
王朔,工人,45
冰心,记者,53
贾平凹,画家,9
沈从文,记者,80
冰心,医生,36
贾平凹,工人,33
冰心,科学家,93
郑振泽,设计师,14
冰心,律师,74
张洁,律师,38
冰心,医生,26
朱自清,中小学生,15
唐家三少,军人,88
天蚕土豆,医生,78
冰心,记者,63
冰心,律师,30
马克吐温,歌手,71
查尔斯.狄更斯,律师,79
鲁迅,军人,81
冰心,设计师,41
林语堂,军人,78
王朔,大学生,79
马克吐温,中小学生,10
朱自清,大学生,94
茅盾,歌手,74
鲁迅,歌手,69
莫言,歌手,93
巴金,记者,50
鲁迅,歌手,28
林语堂,歌手,74
鲁迅,工程师,5
茅盾,科学家,59
郑振泽,军人,62
唐家三少,运动员,43
巴金,工人,44
叶圣陶,运动员,23
马克吐温,军人,18
叶圣陶,科学家,83
刘震云,医生,90
林语堂,歌手,61
郑振泽,设计师,70
叶圣陶,律师,99
朱湘,中小学生,97
王朔,军人,96
王朔,军人,36
唐家三少,军人,10
冰心,律师,35
巴金,教师,71
莫言,设计师,64
朱自清,歌手,67
雨果,律师,60
张洁,运动员,14
巴金,军人,66
查尔斯.狄更斯,大学生,22
钱钟书,画家,96
莫言,设计师,55
郑振泽,工程师,98
叶圣陶,歌手,21
林语堂,科学家,24
马克吐温,经纪人,7
林语堂,教师,49
王朔,中小学生,84
雨果,工人,70
王朔,歌手,92
冰心,经纪人,84
查尔斯.狄更斯,教师,18
茅盾,律师,22
马克吐温,中小学生,53
张爱玲,大学生,97
朱湘,记者,98
雨果,个体,15
冰心,记者,41
马克吐温,记者,26
天蚕土豆,工人,70
沈从文,教师,33
冰心,工程师,68
莫言,工人,30
冰心,中小学生,86
雨果,运动员,14
贾平凹,运动员,59
林语堂,画家,52
刘震云,经纪人,23
贾平凹,运动员,45
贾平凹,中小学生,49
朱湘,科学家,72
刘震云,工人,22
朱自清,医生,93
鲁迅,工程师,51
天蚕土豆,设计师,32
冰心,画家,52
钱钟书,设计师,27
史铁生,画家,57
唐家三少,律师,71
鲁迅,教师,5
马克吐温,中小学生,38
郑振泽,医生,66
查尔斯.狄更斯,律师,96
史铁生,画家,13
天蚕土豆,运动员,58
查尔斯.狄更斯,工程师,80
刘震云,科学家,66
巴金,大学生,32
刘震云,工人,40
朱湘,个体,93
沈从文,设计师,23
沈从文,军人,88
王朔,画家,28
雨果,大学生,57
雨果,记者,18
鲁迅,律师,66
刘震云,律师,72
茅盾,工程师,39
巴金,医生,72
冰心,经纪人,36
张洁,个体,52
茅盾,设计师,87
朱自清,运动员,35
天蚕土豆,个体,58
朱湘,个体,8
贾平凹,设计师,73
冰心,记者,90
朱湘,画家,94
钱钟书,设计师,54
鲁迅,歌手,86
巴金,工程师,41
冰心,记者,57
郑振泽,歌手,85
叶圣陶,军人,88
唐家三少,设计师,14
雨果,运动员,62
雨果,工程师,75
冰心,工人,12
张爱玲,个体,40
林语堂,律师,83
刘震云,歌手,92
茅盾,设计师,15
雨果,教师,16
查尔斯.狄更斯,医生,38
茅盾,记者,62
王朔,歌手,14
雨果,军人,47
史铁生,设计师,15
唐家三少,记者,73
唐家三少,大学生,63
贾平凹,中小学生,61
钱钟书,设计师,96
雨果,中小学生,76
郑振泽,军人,35
冰心,记者,5
天蚕土豆,画家,23
天蚕土豆,工程师,10
张洁,设计师,94
鲁迅,设计师,45
钱钟书,经纪人,6
朱自清,大学生,35
茅盾,工人,6
朱湘,军人,35
巴金,画家,91
张洁,设计师,17
刘震云,科学家,45
史铁生,运动员,66
天蚕土豆,工程师,6
唐家三少,中小学生,63
张洁,工程师,24
郑振泽,工人,9
雨果,大学生,89
雨果,律师,76
刘震云,画家,26
钱钟书,教师,20
朱自清,工人,70
朱湘,工人,32
马克吐温,科学家,36
天蚕土豆,记者,80
巴金,记者,96
刘震云,军人,52
叶圣陶,中小学生,87
鲁迅,医生,50
天蚕土豆,画家,42
林语堂,经纪人,23
唐家三少,个体,43
唐家三少,大学生,26
贾平凹,运动员,24
朱自清,经纪人,38
莫言,经纪人,33
刘震云,设计师,98
唐家三少,科学家,69
唐家三少,记者,92
史铁生,中小学生,25
王朔,工程师,75
天蚕土豆,教师,42
唐家三少,医生,83
张爱玲,军人,45
马克吐温,记者,81
查尔斯.狄更斯,中小学生,35
查尔斯.狄更斯,科学家,26
沈从文,工程师,96
钱钟书,歌手,19
茅盾,个体,87
莫言,运动员,69
唐家三少,大学生,43
张洁,经纪人,74
钱钟书,教师,28
刘震云,律师,35
巴金,科学家,45
朱自清,教师,61
刘震云,中小学生,49
茅盾,经纪人,41
林语堂,教师,41
朱自清,科学家,88
朱自清,设计师,46
林语堂,医生,27
史铁生,个体,56
巴金,设计师,32
雨果,大学生,78
贾平凹,教师,62
雨果,经纪人,79
巴金,工人,92
郑振泽,科学家,98
马克吐温,大学生,85
鲁迅,中小学生,30
茅盾,个体,10
雨果,运动员,79
贾平凹,中小学生,63
钱钟书,工人,54
张洁,科学家,50
王朔,记者,20
莫言,中小学生,13
王朔,科学家,5
冰心,大学生,11
巴金,律师,34
马克吐温,经纪人,8
叶圣陶,律师,58
钱钟书,中小学生,36
郑振泽,经纪人,48
叶圣陶,工人,58
贾平凹,医生,42
天蚕土豆,中小学生,5
贾平凹,设计师,49
张爱玲,工程师,42
刘震云,画家,34
朱自清,经纪人,78
沈从文,医生,85
王朔,画家,34
张爱玲,记者,33
朱自清,教师,27
查尔斯.狄更斯,画家,68
张爱玲,设计师,22
张爱玲,画家,76
史铁生,科学家,5
张洁,画家,32
张洁,科学家,18
沈从文,运动员,6
冰心,设计师,11
郑振泽,运动员,37
茅盾,工人,65
张爱玲,医生,16
郑振泽,中小学生,100
天蚕土豆,画家,16
天蚕土豆,画家,97
天蚕土豆,工程师,37
叶圣陶,设计师,23
天蚕土豆,中小学生,80
王朔,工程师,22
王朔,画家,89
马克吐温,律师,15
张爱玲,设计师,98
雨果,设计师,6
雨果,科学家,92
钱钟书,歌手,96
张洁,歌手,38
查尔斯.狄更斯,画家,100
朱湘,中小学生,15
张洁,教师,25
贾平凹,大学生,50
天蚕土豆,科学家,89
唐家三少,科学家,63
雨果,个体,90
郑振泽,画家,34
刘震云,大学生,27
郑振泽,大学生,93
张洁,设计师,61
叶圣陶,运动员,27
朱湘,教师,19
史铁生,军人,57
叶圣陶,工人,80
刘震云,经纪人,89
叶圣陶,画家,58
马克吐温,科学家,16
朱湘,教师,53
天蚕土豆,个体,40
张爱玲,运动员,73
巴金,画家,16
钱钟书,经纪人,76
唐家三少,歌手,91
叶圣陶,歌手,49
茅盾,歌手,98
茅盾,科学家,14
刘震云,设计师,47
唐家三少,军人,49
钱钟书,工人,94
沈从文,教师,11
天蚕土豆,军人,18
冰心,画家,77
鲁迅,科学家,27
鲁迅,工程师,12
马克吐温,大学生,92
郑振泽,运动员,73
天蚕土豆,经纪人,87
郑振泽,设计师,69
朱湘,科学家,62
林语堂,记者,97
叶圣陶,军人,88
茅盾,律师,97
刘震云,记者,32
雨果,记者,88
叶圣陶,设计师,65
沈从文,大学生,32
叶圣陶,律师,91
刘震云,设计师,19
鲁迅,教师,22
张洁,经纪人,99
刘震云,工程师,53
唐家三少,工人,14
钱钟书,运动员,70
史铁生,律师,66
天蚕土豆,科学家,91
张洁,军人,18
张洁,设计师,21
林语堂,律师,70
张爱玲,运动员,79
鲁迅,记者,18
张爱玲,医生,91
贾平凹,律师,97
刘震云,设计师,27
王朔,军人,53
贾平凹,中小学生,7
沈从文,教师,23
莫言,中小学生,14
天蚕土豆,歌手,29
朱湘,医生,36
鲁迅,设计师,12
郑振泽,记者,66
张洁,教师,39
茅盾,记者,5
查尔斯.狄更斯,歌手,51
钱钟书,科学家,93
林语堂,律师,41
王朔,律师,86
史铁生,军人,35
刘震云,科学家,25
唐家三少,医生,92
天蚕土豆,个体,38
朱湘,歌手,79
沈从文,大学生,68
张爱玲,歌手,96
张爱玲,歌手,72
郑振泽,记者,73
史铁生,画家,87
史铁生,科学家,23
王朔,医生,93
天蚕土豆,律师,78
巴金,医生,82
马克吐温,画家,31
史铁生,医生,45
钱钟书,个体,7
郑振泽,军人,82
茅盾,教师,23
叶圣陶,个体,35
冰心,中小学生,43
朱湘,军人,5
张洁,工人,28
郑振泽,画家,62
钱钟书,工程师,40
朱自清,歌手,9
林语堂,运动员,30
史铁生,记者,96
朱湘,工程师,6
冰心,中小学生,38
沈从文,教师,45
沈从文,个体,79
钱钟书,经纪人,47
刘震云,律师,43
王朔,设计师,60
张洁,工人,17
钱钟书,医生,85
郑振泽,军人,89
沈从文,大学生,12
钱钟书,运动员,50
莫言,军人,50
朱自清,经纪人,42
查尔斯.狄更斯,经纪人,81
张爱玲,律师,73
查尔斯.狄更斯,工程师,17
莫言,大学生,52
朱自清,记者,45
贾平凹,设计师,10
朱湘,歌手,19
沈从文,律师,89
张爱玲,记者,41
朱自清,工人,88
鲁迅,律师,98
朱自清,教师,6
张洁,运动员,22
刘震云,军人,6
史铁生,中小学生,40
冰心,律师,88
冰心,设计师,46
查尔斯.狄更斯,教师,13
林语堂,画家,88
叶圣陶,医生,98
天蚕土豆,科学家,52
郑振泽,运动员,76
叶圣陶,画家,19
茅盾,大学生,12
刘震云,工人,33
雨果,设计师,91
史铁生,个体,45
刘震云,画家,61
鲁迅,个体,26
钱钟书,工人,100
唐家三少,大学生,35
唐家三少,经纪人,55
巴金,工人,30
林语堂,经纪人,39
鲁迅,医生,29
林语堂,科学家,71
莫言,工人,28
雨果,军人,37
郑振泽,工人,66
刘震云,个体,83
朱自清,运动员,56
沈从文,军人,23
叶圣陶,工程师,5
史铁生,工人,81
刘震云,中小学生,79
莫言,律师,6
王朔,教师,45
叶圣陶,大学生,80
沈从文,个体,54
朱湘,中小学生,78
朱自清,个体,93
查尔斯.狄更斯,经纪人,89
巴金,军人,20
沈从文,设计师,19
冰心,记者,22
天蚕土豆,设计师,73
叶圣陶,医生,66
史铁生,歌手,89
鲁迅,医生,67
王朔,律师,67
巴金,大学生,32
张爱玲,中小学生,6
林语堂,工程师,94
鲁迅,个体,27
林语堂,大学生,24
张爱玲,中小学生,100
鲁迅,教师,21
朱自清,医生,29
唐家三少,经纪人,66
朱自清,中小学生,79
茅盾,大学生,69
朱湘,个体,68
王朔,画家,86
刘震云,律师,75
查尔斯.狄更斯,中小学生,59
莫言,军人,44
茅盾,中小学生,44
钱钟书,教师,56
郑振泽,中小学生,38
冰心,工人,6
雨果,律师,70
钱钟书,运动员,91
莫言,个体,29
冰心,大学生,41
贾平凹,科学家,95
查尔斯.狄更斯,医生,43
史铁生,军人,35
史铁生,中小学生,8
冰心,个体,24
沈从文,设计师,57
郑振泽,教师,75
刘震云,记者,58
冰心,科学家,63
林语堂,经纪人,42
张洁,记者,72
雨果,经纪人,21
天蚕土豆,歌手,99
钱钟书,运动员,33
雨果,记者,97
查尔斯.狄更斯,教师,83
莫言,教师,94
唐家三少,律师,44
张爱玲,设计师,11
郑振泽,设计师,93
巴金,教师,96
叶圣陶,教师,94
冰心,设计师,56
马克吐温,军人,70
查尔斯.狄更斯,个体,72
茅盾,运动员,49
王朔,中小学生,100
王朔,设计师,58
冰心,大学生,59
林语堂,医生,89
冰心,科学家,81
巴金,歌手,62
林语堂,记者,23
王朔,医生,50
林语堂,科学家,97
冰心,歌手,64
张洁,经纪人,32
郑振泽,医生,7
冰心,工程师,9
冰心,律师,40
莫言,画家,79
贾平凹,运动员,89
贾平凹,律师,57
郑振泽,设计师,59
雨果,律师,64
莫言,经纪人,66
莫言,中小学生,34
雨果,大学生,26
冰心,中小学生,54
马克吐温,歌手,92
刘震云,记者,33
巴金,中小学生,26
茅盾,画家,40
冰心,记者,91
冰心,工人,10
王朔,歌手,41
王朔,大学生,96
天蚕土豆,记者,92
鲁迅,设计师,83
巴金,科学家,32
茅盾,科学家,70
茅盾,大学生,91
张爱玲,记者,21
贾平凹,记者,39
贾平凹,科学家,27
钱钟书,设计师,86
郑振泽,教师,79
冰心,经纪人,18
唐家三少,教师,75
王朔,军人,36
钱钟书,设计师,21
雨果,军人,7
巴金,画家,51
郑振泽,画家,76
莫言,画家,95
唐家三少,个体,49
张洁,教师,51
叶圣陶,运动员,95
唐家三少,个体,89
张洁,中小学生,8
王朔,工人,50
郑振泽,个体,53
张爱玲,记者,13
刘震云,画家,59
鲁迅,军人,51
郑振泽,大学生,23
马克吐温,教师,43
莫言,律师,21
刘震云,大学生,91
贾平凹,画家,58
钱钟书,个体,27
钱钟书,中小学生,96
鲁迅,科学家,84
张爱玲,运动员,68
王朔,教师,50
钱钟书,运动员,34
冰心,大学生,77
查尔斯.狄更斯,大学生,5
钱钟书,歌手,26
林语堂,科学家,89
贾平凹,经纪人,68
冰心,律师,36
沈从文,军人,32
郑振泽,记者,67
查尔斯.狄更斯,科学家,56
郑振泽,运动员,99
沈从文,设计师,7
茅盾,个体,47
马克吐温,中小学生,22
茅盾,工程师,7
刘震云,医生,99
王朔,军人,72
天蚕土豆,中小学生,12
叶圣陶,设计师,16
王朔,大学生,29
叶圣陶,经纪人,60
查尔斯.狄更斯,军人,79
天蚕土豆,中小学生,49
巴金,军人,31
朱湘,运动员,18
马克吐温,个体,36
王朔,个体,45
贾平凹,记者,90
钱钟书,个体,51
张洁,记者,21
天蚕土豆,记者,48
查尔斯.狄更斯,科学家,32
张爱玲,医生,15
冰心,工程师,95
莫言,医生,55
郑振泽,教师,6
王朔,军人,67
雨果,记者,55
冰心,大学生,79
朱湘,运动员,66
钱钟书,律师,25
沈从文,教师,93
朱湘,工程师,31
郑振泽,工程师,18
雨果,运动员,58
张爱玲,工人,36
茅盾,歌手,89
冰心,记者,54
马克吐温,工程师,54
林语堂,军人,55
雨果,记者,65
查尔斯.狄更斯,经纪人,24
史铁生,歌手,59
冰心,运动员,5
巴金,大学生,60
钱钟书,运动员,71
马克吐温,经纪人,27
林语堂,工人,57
贾平凹,经纪人,49
冰心,大学生,62
张爱玲,科学家,48
张洁,医生,29
天蚕土豆,设计师,34
张洁,工人,7
马克吐温,运动员,65
朱自清,画家,9
巴金,运动员,78
刘震云,律师,73
巴金,教师,38
冰心,设计师,14
鲁迅,教师,37
张洁,中小学生,100
冰心,个体,27
刘震云,律师,27
冰心,工程师,48
贾平凹,工人,54
叶圣陶,教师,95
雨果,教师,79
冰心,工人,76
冰心,军人,25
刘震云,大学生,57
茅盾,教师,76
冰心,军人,7
刘震云,教师,54
查尔斯.狄更斯,记者,66
马克吐温,律师,49
张洁,画家,38
查尔斯.狄更斯,记者,63
贾平凹,运动员,85
唐家三少,军人,24
茅盾,教师,60
张洁,记者,6
张爱玲,教师,63
天蚕土豆,个体,20
刘震云,歌手,7
叶圣陶,大学生,76
叶圣陶,经纪人,60
林语堂,工人,25
马克吐温,设计师,80
张爱玲,工人,25
林语堂,工人,53
天蚕土豆,中小学生,19
雨果,工人,85
张爱玲,经纪人,79
莫言,工人,32
沈从文,记者,32
刘震云,科学家,27
茅盾,医生,55
张爱玲,记者,28
冰心,画家,96
莫言,科学家,45
钱钟书,记者,32
郑振泽,大学生,75
查尔斯.狄更斯,设计师,66
莫言,律师,23
史铁生,记者,86
雨果,大学生,92
查尔斯.狄更斯,教师,37
史铁生,大学生,67
朱自清,个体,52
张爱玲,记者,31
唐家三少,军人,99
郑振泽,律师,31
王朔,工人,32
张洁,医生,62
鲁迅,律师,29
朱自清,大学生,50
朱湘,记者,30
鲁迅,科学家,8
巴金,记者,83
刘震云,律师,53
冰心,工人,54
林语堂,科学家,87
张爱玲,中小学生,55
林语堂,科学家,24
叶圣陶,律师,46
张洁,军人,42
鲁迅,工人,39
朱湘,科学家,7
鲁迅,中小学生,34
冰心,律师,64
查尔斯.狄更斯,医生,72
朱湘,中小学生,91
王朔,工人,84
马克吐温,歌手,19
唐家三少,教师,41
查尔斯.狄更斯,律师,55
鲁迅,设计师,29
朱自清,运动员,93
贾平凹,运动员,82
茅盾,歌手,13
贾平凹,军人,8
马克吐温,律师,58
唐家三少,个体,67
巴金,律师,15
查尔斯.狄更斯,运动员,43
史铁生,画家,37
马克吐温,经纪人,52
朱湘,运动员,14
史铁生,律师,5
沈从文,画家,60
查尔斯.狄更斯,记者,90
莫言,科学家,62
茅盾,中小学生,87
史铁生,军人,75
刘震云,教师,55
叶圣陶,工程师,43
叶圣陶,医生,54
查尔斯.狄更斯,设计师,64
查尔斯.狄更斯,大学生,67
冰心,设计师,9
张爱玲,教师,77
林语堂,大学生,53
马克吐温,医生,68
朱自清,大学生,55
郑振泽,中小学生,52
沈从文,设计师,36
朱自清,设计师,31
王朔,个体,65
朱自清,工人,21
马克吐温,医生,30
马克吐温,教师,72
朱湘,设计师,44
钱钟书,个体,60
天蚕土豆,大学生,42
冰心,歌手,9
冰心,医生,7
唐家三少,个体,100
沈从文,个体,43
冰心,经纪人,22
鲁迅,律师,93
鲁迅,歌手,28
钱钟书,歌手,26
冰心,工程师,53
林语堂,经纪人,49
王朔,设计师,17
林语堂,经纪人,77
查尔斯.狄更斯,科学家,34
张洁,运动员,22
查尔斯.狄更斯,军人,20
张洁,个体,37
贾平凹,个体,29
朱湘,设计师,90
马克吐温,个体,95
马克吐温,画家,100
沈从文,大学生,16
张洁,律师,94
刘震云,个体,100
沈从文,经纪人,83
鲁迅,经纪人,61
马克吐温,个体,26
林语堂,运动员,16
冰心,律师,36
巴金,军人,71
刘震云,记者,81
唐家三少,设计师,97
张爱玲,军人,39
叶圣陶,教师,46
茅盾,律师,80
冰心,律师,80
马克吐温,军人,71
唐家三少,工人,30
刘震云,设计师,47
贾平凹,教师,64
马克吐温,科学家,13
冰心,工程师,87
朱湘,运动员,69
贾平凹,记者,18
王朔,画家,55
冰心,工程师,80
郑振泽,军人,96
天蚕土豆,律师,49
冰心,经纪人,35
茅盾,运动员,52
刘震云,设计师,79
冰心,医生,54
茅盾,工人,29
叶圣陶,运动员,5
史铁生,画家,91
朱自清,中小学生,87
贾平凹,工程师,98
张洁,工人,65
冰心,军人,100
冰心,工人,69
鲁迅,教师,47
巴金,画家,6
史铁生,经纪人,76
王朔,大学生,28
史铁生,教师,84
雨果,经纪人,62
张洁,记者,22
张洁,医生,52
张爱玲,经纪人,33
巴金,大学生,9
林语堂,个体,42
刘震云,科学家,12
王朔,歌手,82
雨果,工人,89
莫言,律师,20
莫言,教师,70
茅盾,军人,93
马克吐温,设计师,80
唐家三少,医生,66
冰心,医生,56
冰心,大学生,92
张洁,设计师,76
史铁生,科学家,57
王朔,医生,11
雨果,个体,57
张爱玲,律师,45
林语堂,工人,90
张洁,军人,41
王朔,科学家,12
刘震云,医生,26
冰心,工程师,52
林语堂,工人,43
叶圣陶,医生,16
张爱玲,军人,77
冰心,运动员,34
冰心,工程师,19
张爱玲,中小学生,42
冰心,歌手,99
查尔斯.狄更斯,教师,56
朱自清,军人,72
冰心,中小学生,86
冰心,歌手,27
张洁,运动员,27
郑振泽,设计师,15
林语堂,画家,33
马克吐温,律师,43
查尔斯.狄更斯,军人,15
王朔,歌手,28
雨果,中小学生,46
钱钟书,科学家,9
张洁,中小学生,36
朱自清,个体,37
茅盾,大学生,63
鲁迅,医生,55
马克吐温,工程师,99
沈从文,工程师,51
钱钟书,画家,5
唐家三少,个体,26
鲁迅,经纪人,100
唐家三少,个体,11
巴金,医生,8
莫言,运动员,26
雨果,工程师,15
贾平凹,设计师,32
史铁生,大学生,84
朱湘,教师,100
茅盾,军人,28
刘震云,大学生,30
马克吐温,医生,66
钱钟书,工人,64
冰心,大学生,19
钱钟书,律师,27
马克吐温,画家,77
雨果,画家,76
沈从文,工程师,97
朱自清,律师,89
莫言,设计师,17
朱湘,画家,8
贾平凹,歌手,25
张爱玲,军人,47
郑振泽,律师,62
史铁生,个体,56
查尔斯.狄更斯,律师,21
雨果,记者,37
沈从文,军人,77
叶圣陶,军人,47
郑振泽,画家,58
刘震云,个体,89
冰心,科学家,53
天蚕土豆,教师,18
莫言,工人,29
钱钟书,军人,86
叶圣陶,画家,26
王朔,经纪人,63
张爱玲,运动员,99
张洁,教师,94
巴金,工人,9
沈从文,经纪人,59
王朔,记者,35
沈从文,工程师,32
冰心,教师,25
贾平凹,歌手,66
冰心,医生,52
唐家三少,医生,98
天蚕土豆,个体,21
鲁迅,教师,84
朱湘,经纪人,27
郑振泽,军人,84
雨果,设计师,73
刘震云,工人,44
张洁,律师,62
冰心,律师,54
朱自清,医生,72
雨果,教师,56
沈从文,歌手,97
刘震云,经纪人,52
郑振泽,军人,69
鲁迅,医生,60
朱湘,记者,10
马克吐温,记者,59
查尔斯.狄更斯,律师,70
朱湘,工程师,64
张爱玲,大学生,14
冰心,经纪人,69
鲁迅,科学家,23
巴金,大学生,65
查尔斯.狄更斯,工程师,5
张洁,大学生,49
林语堂,歌手,51
叶圣陶,医生,45
查尔斯.狄更斯,画家,74
刘震云,记者,32
查尔斯.狄更斯,教师,60
张洁,军人,55
王朔,工程师,99
刘震云,中小学生,60
雨果,医生,41
冰心,医生,55
林语堂,大学生,54
王朔,设计师,44
鲁迅,工程师,27
沈从文,歌手,87
莫言,科学家,76
贾平凹,工人,12
唐家三少,个体,52
茅盾,军人,79
刘震云,中小学生,91
林语堂,运动员,22
钱钟书,军人,87
王朔,大学生,89
刘震云,教师,77
马克吐温,经纪人,8
张洁,工程师,16
鲁迅,科学家,100
朱湘,工人,76
莫言,运动员,76
冰心,经纪人,27
莫言,医生,50
巴金,科学家,83
张洁,律师,38
林语堂,大学生,72
冰心,设计师,26
张爱玲,歌手,48
贾平凹,工程师,50
茅盾,工人,29
